Window size: 1000, batch size: 10, learning rate: 1e-05, epochs: 1000
Input dimension: 270, hidden dimension: 400, layer dimension: 1, output dimension: 5

Model loss after 1 epochs = 1.5987892150878906, accuracy = 0.30000001192092896
Model loss after 754 epochs = 1.0562463998794556, accuracy = 0.8750000596046448
Model loss after 755 epochs = 1.0563716888427734, accuracy = 0.8583333492279053
Model loss after 756 epochs = 1.057836651802063, accuracy = 0.8666667342185974
Model loss after 757 epochs = 1.0576430559158325, accuracy = 0.8583333492279053
Model loss after 758 epochs = 1.0595537424087524, accuracy = 0.8583333492279053
Model loss after 759 epochs = 1.0578796863555908, accuracy = 0.8583333492279053
Model loss after 760 epochs = 1.0582937002182007, accuracy = 0.8583333492279053
Model loss after 761 epochs = 1.0573451519012451, accuracy = 0.8583333492279053
Model loss after 762 epochs = 1.057889699935913, accuracy = 0.8583333492279053
Model loss after 763 epochs = 1.0576552152633667, accuracy = 0.8500000238418579
Model loss after 764 epochs = 1.0594576597213745, accuracy = 0.8500000238418579
Model loss after 765 epochs = 1.0607506036758423, accuracy = 0.8500000238418579
Model loss after 766 epochs = 1.060584545135498, accuracy = 0.8500000238418579
Model loss after 767 epochs = 1.0595167875289917, accuracy = 0.8500000238418579
Model loss after 768 epochs = 1.0594528913497925, accuracy = 0.8583333492279053
Model loss after 769 epochs = 1.060671329498291, accuracy = 0.8416666984558105
Model loss after 770 epochs = 1.0613799095153809, accuracy = 0.8416666984558105
Model loss after 771 epochs = 1.0615837574005127, accuracy = 0.8416666984558105
Model loss after 772 epochs = 1.0612223148345947, accuracy = 0.8666667342185974
Model loss after 773 epochs = 1.060271978378296, accuracy = 0.8583333492279053
Model loss after 774 epochs = 1.0587260723114014, accuracy = 0.8750000596046448
Model loss after 775 epochs = 1.0613943338394165, accuracy = 0.8750000596046448
Model loss after 776 epochs = 1.0616930723190308, accuracy = 0.8750000596046448
Model loss after 777 epochs = 1.061260461807251, accuracy = 0.8750000596046448
Model loss after 778 epochs = 1.0627949237823486, accuracy = 0.8750000596046448
Model loss after 779 epochs = 1.0614607334136963, accuracy = 0.8750000596046448
Model loss after 780 epochs = 1.0624384880065918, accuracy = 0.8750000596046448
Model loss after 781 epochs = 1.062011480331421, accuracy = 0.8750000596046448
Model loss after 782 epochs = 1.0607179403305054, accuracy = 0.8750000596046448
Model loss after 783 epochs = 1.0605677366256714, accuracy = 0.8833333849906921
Model loss after 784 epochs = 1.0614460706710815, accuracy = 0.8750000596046448
Model loss after 785 epochs = 1.0621365308761597, accuracy = 0.8833333849906921
Model loss after 786 epochs = 1.0593446493148804, accuracy = 0.8750000596046448
Model loss after 787 epochs = 1.0616259574890137, accuracy = 0.8750000596046448
Model loss after 788 epochs = 1.0612154006958008, accuracy = 0.8750000596046448
Model loss after 789 epochs = 1.061493992805481, accuracy = 0.8750000596046448
Model loss after 790 epochs = 1.062423586845398, accuracy = 0.8750000596046448
Model loss after 791 epochs = 1.059899926185608, accuracy = 0.8750000596046448
Model loss after 792 epochs = 1.0616780519485474, accuracy = 0.8666667342185974
Model loss after 793 epochs = 1.0617300271987915, accuracy = 0.8666667342185974
Model loss after 794 epochs = 1.0593799352645874, accuracy = 0.8666667342185974
Model loss after 795 epochs = 1.0602004528045654, accuracy = 0.8666667342185974
Model loss after 796 epochs = 1.0578821897506714, accuracy = 0.8666667342185974
Model loss after 797 epochs = 1.0581841468811035, accuracy = 0.8750000596046448
Model loss after 798 epochs = 1.0586986541748047, accuracy = 0.8666667342185974
Model loss after 799 epochs = 1.0565134286880493, accuracy = 0.8666667342185974
Model loss after 800 epochs = 1.057797908782959, accuracy = 0.8666667342185974
Model loss after 801 epochs = 1.0571659803390503, accuracy = 0.8666667342185974
Model loss after 802 epochs = 1.0570532083511353, accuracy = 0.8666667342185974
Model loss after 803 epochs = 1.0572364330291748, accuracy = 0.8750000596046448
Model loss after 804 epochs = 1.0578341484069824, accuracy = 0.8750000596046448
Model loss after 805 epochs = 1.0577125549316406, accuracy = 0.8750000596046448
Model loss after 806 epochs = 1.0544015169143677, accuracy = 0.8750000596046448
Model loss after 807 epochs = 1.0546011924743652, accuracy = 0.8750000596046448
Model loss after 808 epochs = 1.0557781457901, accuracy = 0.8833333849906921
Model loss after 809 epochs = 1.0567548274993896, accuracy = 0.8750000596046448
Model loss after 810 epochs = 1.05668044090271, accuracy = 0.8750000596046448
Model loss after 811 epochs = 1.0557068586349487, accuracy = 0.8750000596046448
Model loss after 812 epochs = 1.0562160015106201, accuracy = 0.8750000596046448
Model loss after 813 epochs = 1.0546923875808716, accuracy = 0.8750000596046448
Model loss after 814 epochs = 1.0571476221084595, accuracy = 0.8666667342185974
Model loss after 815 epochs = 1.0511643886566162, accuracy = 0.8750000596046448
Model loss after 816 epochs = 1.0556244850158691, accuracy = 0.8750000596046448
Model loss after 817 epochs = 1.0544708967208862, accuracy = 0.8750000596046448
Model loss after 818 epochs = 1.0565344095230103, accuracy = 0.8750000596046448
Model loss after 819 epochs = 1.0570217370986938, accuracy = 0.8666667342185974
Model loss after 820 epochs = 1.0543255805969238, accuracy = 0.8666667342185974
Model loss after 821 epochs = 1.0546653270721436, accuracy = 0.8666667342185974
Model loss after 822 epochs = 1.054172396659851, accuracy = 0.8750000596046448
Model loss after 823 epochs = 1.055221676826477, accuracy = 0.8750000596046448
Model loss after 824 epochs = 1.050656795501709, accuracy = 0.8666667342185974
Model loss after 825 epochs = 1.0507007837295532, accuracy = 0.8750000596046448
Model loss after 826 epochs = 1.0535029172897339, accuracy = 0.8666667342185974
Model loss after 827 epochs = 1.0517851114273071, accuracy = 0.8666667342185974
Model loss after 828 epochs = 1.0553648471832275, accuracy = 0.8583333492279053
Model loss after 829 epochs = 1.0520066022872925, accuracy = 0.8750000596046448
Model loss after 830 epochs = 1.05532968044281, accuracy = 0.8583333492279053
Model loss after 831 epochs = 1.0553110837936401, accuracy = 0.8583333492279053
Model loss after 832 epochs = 1.0533900260925293, accuracy = 0.8500000238418579
Model loss after 833 epochs = 1.0505789518356323, accuracy = 0.8666667342185974
Model loss after 834 epochs = 1.0516918897628784, accuracy = 0.8666667342185974
Model loss after 835 epochs = 1.050209403038025, accuracy = 0.8833333849906921
Model loss after 836 epochs = 1.0494532585144043, accuracy = 0.8750000596046448
Model loss after 837 epochs = 1.0479267835617065, accuracy = 0.8916667103767395
Model loss after 838 epochs = 1.0473870038986206, accuracy = 0.8833333849906921
Model loss after 839 epochs = 1.0491951704025269, accuracy = 0.8833333849906921
Model loss after 840 epochs = 1.049865484237671, accuracy = 0.8750000596046448
Model loss after 841 epochs = 1.0487656593322754, accuracy = 0.8750000596046448
Model loss after 842 epochs = 1.0484650135040283, accuracy = 0.8833333849906921
Model loss after 843 epochs = 1.0474611520767212, accuracy = 0.8833333849906921
Model loss after 844 epochs = 1.048882246017456, accuracy = 0.8833333849906921
Model loss after 845 epochs = 1.0478479862213135, accuracy = 0.8916667103767395
Model loss after 846 epochs = 1.0467338562011719, accuracy = 0.8916667103767395
Model loss after 847 epochs = 1.0468770265579224, accuracy = 0.8916667103767395
Model loss after 848 epochs = 1.0469014644622803, accuracy = 0.8916667103767395
Model loss after 849 epochs = 1.0478037595748901, accuracy = 0.8750000596046448
Model loss after 850 epochs = 1.0496515035629272, accuracy = 0.8750000596046448
Model loss after 851 epochs = 1.0475391149520874, accuracy = 0.8750000596046448
Model loss after 852 epochs = 1.0491883754730225, accuracy = 0.8750000596046448
Model loss after 853 epochs = 1.0486217737197876, accuracy = 0.8750000596046448
Model loss after 854 epochs = 1.0491734743118286, accuracy = 0.8750000596046448
Model loss after 855 epochs = 1.0485880374908447, accuracy = 0.8666667342185974
Model loss after 856 epochs = 1.0478795766830444, accuracy = 0.8750000596046448
Model loss after 857 epochs = 1.0477343797683716, accuracy = 0.8750000596046448
Model loss after 858 epochs = 1.0463318824768066, accuracy = 0.8750000596046448
Model loss after 859 epochs = 1.0443791151046753, accuracy = 0.8750000596046448
Model loss after 860 epochs = 1.044655203819275, accuracy = 0.8833333849906921
Model loss after 861 epochs = 1.0445899963378906, accuracy = 0.8750000596046448
Model loss after 862 epochs = 1.0460221767425537, accuracy = 0.8750000596046448
Model loss after 863 epochs = 1.0463557243347168, accuracy = 0.8666667342185974
Model loss after 864 epochs = 1.0443836450576782, accuracy = 0.8750000596046448
Model loss after 865 epochs = 1.0447553396224976, accuracy = 0.8666667342185974
Model loss after 866 epochs = 1.044406771659851, accuracy = 0.8750000596046448
Model loss after 867 epochs = 1.0443005561828613, accuracy = 0.8666667342185974
Model loss after 868 epochs = 1.0461212396621704, accuracy = 0.8750000596046448
Model loss after 869 epochs = 1.0476906299591064, accuracy = 0.8583333492279053
Model loss after 870 epochs = 1.0475400686264038, accuracy = 0.8666667342185974
Model loss after 871 epochs = 1.045503854751587, accuracy = 0.8666667342185974
Model loss after 872 epochs = 1.0447226762771606, accuracy = 0.8666667342185974
Model loss after 873 epochs = 1.0450559854507446, accuracy = 0.8750000596046448
Model loss after 874 epochs = 1.0438382625579834, accuracy = 0.8750000596046448
Model loss after 875 epochs = 1.0434321165084839, accuracy = 0.8750000596046448
Model loss after 876 epochs = 1.0444283485412598, accuracy = 0.8750000596046448
Model loss after 877 epochs = 1.0425044298171997, accuracy = 0.8833333849906921
Model loss after 878 epochs = 1.045044183731079, accuracy = 0.8750000596046448
Model loss after 879 epochs = 1.043851375579834, accuracy = 0.8750000596046448
Model loss after 880 epochs = 1.0436656475067139, accuracy = 0.8750000596046448
Model loss after 881 epochs = 1.046217918395996, accuracy = 0.8583333492279053
Model loss after 882 epochs = 1.0444971323013306, accuracy = 0.8666667342185974
Model loss after 883 epochs = 1.043538212776184, accuracy = 0.8666667342185974
Model loss after 884 epochs = 1.0440174341201782, accuracy = 0.8583333492279053
Model loss after 885 epochs = 1.043861746788025, accuracy = 0.8666667342185974
Model loss after 886 epochs = 1.0434588193893433, accuracy = 0.8666667342185974
Model loss after 887 epochs = 1.0415314435958862, accuracy = 0.8833333849906921
Model loss after 888 epochs = 1.0434187650680542, accuracy = 0.8750000596046448
Model loss after 889 epochs = 1.0467689037322998, accuracy = 0.8666667342185974
Model loss after 890 epochs = 1.0463004112243652, accuracy = 0.8666667342185974
Model loss after 891 epochs = 1.0457671880722046, accuracy = 0.8666667342185974
Model loss after 892 epochs = 1.0461264848709106, accuracy = 0.8583333492279053
Model loss after 893 epochs = 1.0452382564544678, accuracy = 0.8583333492279053
Model loss after 894 epochs = 1.0457483530044556, accuracy = 0.8583333492279053
Model loss after 895 epochs = 1.0461710691452026, accuracy = 0.8666667342185974
Model loss after 896 epochs = 1.045393466949463, accuracy = 0.8666667342185974
Model loss after 897 epochs = 1.0435426235198975, accuracy = 0.8583333492279053
Model loss after 898 epochs = 1.0457837581634521, accuracy = 0.8666667342185974
Model loss after 899 epochs = 1.044278621673584, accuracy = 0.8583333492279053
Model loss after 900 epochs = 1.0476295948028564, accuracy = 0.8583333492279053
Model loss after 901 epochs = 1.0438917875289917, accuracy = 0.8750000596046448
Model loss after 902 epochs = 1.045658826828003, accuracy = 0.8416666984558105
Model loss after 903 epochs = 1.043850302696228, accuracy = 0.8583333492279053
Model loss after 904 epochs = 1.0418347120285034, accuracy = 0.8750000596046448
Model loss after 905 epochs = 1.0386629104614258, accuracy = 0.8750000596046448
Model loss after 906 epochs = 1.043494462966919, accuracy = 0.8750000596046448
Model loss after 907 epochs = 1.03993558883667, accuracy = 0.8750000596046448
Model loss after 908 epochs = 1.0415332317352295, accuracy = 0.8833333849906921
Model loss after 909 epochs = 1.0383917093276978, accuracy = 0.8833333849906921
Model loss after 910 epochs = 1.039608120918274, accuracy = 0.8833333849906921
Model loss after 911 epochs = 1.0379759073257446, accuracy = 0.8833333849906921
Model loss after 912 epochs = 1.0376462936401367, accuracy = 0.8833333849906921
Model loss after 913 epochs = 1.0381072759628296, accuracy = 0.8833333849906921
Model loss after 914 epochs = 1.0364834070205688, accuracy = 0.8833333849906921
Model loss after 915 epochs = 1.035775899887085, accuracy = 0.8916667103767395
Model loss after 916 epochs = 1.035176396369934, accuracy = 0.8833333849906921
Model loss after 917 epochs = 1.0389217138290405, accuracy = 0.8666667342185974
Model loss after 918 epochs = 1.0355641841888428, accuracy = 0.8833333849906921
Model loss after 919 epochs = 1.0404839515686035, accuracy = 0.8666667342185974
Model loss after 920 epochs = 1.0345065593719482, accuracy = 0.8833333849906921
Model loss after 921 epochs = 1.040956735610962, accuracy = 0.8750000596046448
Model loss after 922 epochs = 1.0370138883590698, accuracy = 0.8833333849906921
Model loss after 923 epochs = 1.039268970489502, accuracy = 0.8916667103767395
Model loss after 924 epochs = 1.038461446762085, accuracy = 0.8666667342185974
Model loss after 925 epochs = 1.0366851091384888, accuracy = 0.8833333849906921
Model loss after 926 epochs = 1.0353130102157593, accuracy = 0.8750000596046448
Model loss after 927 epochs = 1.0358699560165405, accuracy = 0.8833333849906921
Model loss after 928 epochs = 1.038735032081604, accuracy = 0.8583333492279053
Model loss after 929 epochs = 1.0391366481781006, accuracy = 0.8583333492279053
Model loss after 930 epochs = 1.0397088527679443, accuracy = 0.8583333492279053
Model loss after 931 epochs = 1.0384817123413086, accuracy = 0.8583333492279053
Model loss after 932 epochs = 1.037959337234497, accuracy = 0.8583333492279053
Model loss after 933 epochs = 1.0371344089508057, accuracy = 0.8666667342185974
Model loss after 934 epochs = 1.034513235092163, accuracy = 0.8666667342185974
Model loss after 935 epochs = 1.0341747999191284, accuracy = 0.8666667342185974
Model loss after 936 epochs = 1.0373610258102417, accuracy = 0.8666667342185974
Model loss after 937 epochs = 1.0356909036636353, accuracy = 0.8666667342185974
Model loss after 938 epochs = 1.0367478132247925, accuracy = 0.8666667342185974
Model loss after 939 epochs = 1.034993052482605, accuracy = 0.8666667342185974
Model loss after 940 epochs = 1.0350956916809082, accuracy = 0.8666667342185974
Model loss after 941 epochs = 1.032095193862915, accuracy = 0.8666667342185974
Model loss after 942 epochs = 1.035189151763916, accuracy = 0.8750000596046448
Model loss after 943 epochs = 1.037099003791809, accuracy = 0.8583333492279053
Model loss after 944 epochs = 1.036998987197876, accuracy = 0.8666667342185974
Model loss after 945 epochs = 1.0373716354370117, accuracy = 0.8666667342185974
Model loss after 946 epochs = 1.0374318361282349, accuracy = 0.8666667342185974
Model loss after 947 epochs = 1.0370599031448364, accuracy = 0.8750000596046448
Model loss after 948 epochs = 1.0368257761001587, accuracy = 0.8666667342185974
Model loss after 949 epochs = 1.0318818092346191, accuracy = 0.8750000596046448
Model loss after 950 epochs = 1.027589201927185, accuracy = 0.8916667103767395
Model loss after 951 epochs = 1.0334216356277466, accuracy = 0.8750000596046448
Model loss after 952 epochs = 1.0306776762008667, accuracy = 0.8750000596046448
Model loss after 953 epochs = 1.032450795173645, accuracy = 0.8750000596046448
Model loss after 954 epochs = 1.0310522317886353, accuracy = 0.8833333849906921
Model loss after 955 epochs = 1.0316325426101685, accuracy = 0.8833333849906921
Model loss after 956 epochs = 1.0319340229034424, accuracy = 0.8750000596046448
Model loss after 957 epochs = 1.034119725227356, accuracy = 0.8750000596046448
Model loss after 958 epochs = 1.031201958656311, accuracy = 0.8750000596046448
Model loss after 959 epochs = 1.0319362878799438, accuracy = 0.8666667342185974
Model loss after 960 epochs = 1.0326874256134033, accuracy = 0.8750000596046448
Model loss after 961 epochs = 1.0321582555770874, accuracy = 0.8666667342185974
Model loss after 962 epochs = 1.0331625938415527, accuracy = 0.8666667342185974
Model loss after 963 epochs = 1.0339274406433105, accuracy = 0.8666667342185974
Model loss after 964 epochs = 1.032199501991272, accuracy = 0.8666667342185974
Model loss after 965 epochs = 1.0323163270950317, accuracy = 0.8750000596046448
Model loss after 966 epochs = 1.0275905132293701, accuracy = 0.8916667103767395
Model loss after 967 epochs = 1.0331116914749146, accuracy = 0.8666667342185974
Model loss after 968 epochs = 1.03376305103302, accuracy = 0.8750000596046448
Model loss after 969 epochs = 1.0347641706466675, accuracy = 0.8666667342185974
Model loss after 970 epochs = 1.0326913595199585, accuracy = 0.8666667342185974
Model loss after 971 epochs = 1.0337231159210205, accuracy = 0.8666667342185974
Model loss after 972 epochs = 1.03341805934906, accuracy = 0.8666667342185974
Model loss after 973 epochs = 1.0334651470184326, accuracy = 0.8666667342185974
Model loss after 974 epochs = 1.0354877710342407, accuracy = 0.8750000596046448
Model loss after 975 epochs = 1.0309957265853882, accuracy = 0.8833333849906921
Model loss after 976 epochs = 1.027336835861206, accuracy = 0.8750000596046448
Model loss after 977 epochs = 1.0292845964431763, accuracy = 0.8666667342185974
Model loss after 978 epochs = 1.0314091444015503, accuracy = 0.8750000596046448
Model loss after 979 epochs = 1.0290257930755615, accuracy = 0.8916667103767395
Model loss after 980 epochs = 1.0205615758895874, accuracy = 0.8916667103767395
Model loss after 981 epochs = 1.0221034288406372, accuracy = 0.9000000357627869
Model loss after 982 epochs = 1.0266120433807373, accuracy = 0.8750000596046448
Model loss after 983 epochs = 1.0528945922851562, accuracy = 0.8583333492279053
Model loss after 984 epochs = 1.0853725671768188, accuracy = 0.8416666984558105
Model loss after 985 epochs = 1.052969217300415, accuracy = 0.8750000596046448
Model loss after 986 epochs = 1.0465673208236694, accuracy = 0.8583333492279053
Model loss after 987 epochs = 1.0401667356491089, accuracy = 0.8750000596046448
Model loss after 988 epochs = 1.0370033979415894, accuracy = 0.8833333849906921
Model loss after 989 epochs = 1.0329346656799316, accuracy = 0.8833333849906921
Model loss after 990 epochs = 1.0336382389068604, accuracy = 0.8833333849906921
Model loss after 991 epochs = 1.0311882495880127, accuracy = 0.8916667103767395
Model loss after 992 epochs = 1.031835913658142, accuracy = 0.8916667103767395
Model loss after 993 epochs = 1.0332791805267334, accuracy = 0.8916667103767395
Model loss after 994 epochs = 1.033515453338623, accuracy = 0.8916667103767395
Model loss after 995 epochs = 1.0330793857574463, accuracy = 0.8916667103767395
Model loss after 996 epochs = 1.033141851425171, accuracy = 0.8916667103767395
Model loss after 997 epochs = 1.0329192876815796, accuracy = 0.8916667103767395
Model loss after 998 epochs = 1.0342551469802856, accuracy = 0.8833333849906921
Model loss after 999 epochs = 1.0352014303207397, accuracy = 0.8916667103767395
Model loss after 1000 epochs = 1.035817265510559, accuracy = 0.8916667103767395

Final confusion matrix:
[0.9 0.  0.  0.1 0. ]
[0. 1. 0. 0. 0.]
[0.   0.04 0.92 0.04 0.  ]
[0.15625 0.03125 0.03125 0.75    0.03125]
[0. 0. 0. 0. 1.]
